image_path,label
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2465.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3904.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1113.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2751.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3306.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1977.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3661.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_29.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3394.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1137.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3199.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1202.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_5.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2544.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1702.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2790.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3488.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_418.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_200.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2690.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1095.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2182.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3925.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2670.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3791.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3767.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3160.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2194.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_630.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2332.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2029.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3620.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3624.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3541.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2363.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2943.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3292.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_929.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1190.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2657.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_376.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1413.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_266.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2627.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_840.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_741.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2640.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_107.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1719.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2059.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1221.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3221.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3891.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3101.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_297.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3812.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2329.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2043.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_215.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2694.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_327.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1810.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2402.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1852.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3414.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_975.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3363.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_703.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2054.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3085.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_804.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_957.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2134.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3153.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_645.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2506.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_233.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1028.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3823.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2301.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1959.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3114.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1342.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3346.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1807.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3074.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3492.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2140.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2063.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_621.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2852.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2590.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_237.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3778.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2475.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_708.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_736.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2186.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3831.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3869.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1077.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_346.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_789.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_35.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1093.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2503.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_337.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2233.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1901.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_700.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1920.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_629.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2550.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2954.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_898.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2805.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1296.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2502.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_822.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3853.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1929.jpg,Basalt
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3790.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_646.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2693.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3242.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_465.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1161.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_836.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2023.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1465.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_944.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1187.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1200.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2713.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2712.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_946.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_906.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3748.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2642.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1222.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_457.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3007.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_621.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3592.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_73.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_322.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1653.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1551.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2957.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3544.jpg,Marble
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1022.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3569.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2079.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2367.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1499.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2512.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_982.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2562.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1681.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2956.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_857.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1657.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_469.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3743.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1847.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2260.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1598.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3986.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1400.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1468.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1663.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_129.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3638.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_13.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1215.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_352.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1765.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2629.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_571.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2344.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3919.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2765.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1885.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2743.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3231.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_930.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_544.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_151.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1133.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1487.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_730.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2167.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_276.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_332.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1761.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2100.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2416.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3156.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1863.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3647.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3334.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_229.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1926.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1097.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2378.jpg,Basalt
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1390.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_140.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2216.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3763.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1741.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1403.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3394.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3843.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1033.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_323.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_979.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_617.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3837.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2528.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1902.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3397.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3710.jpg,Granite
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2172.jpg,Granite
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_993.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2839.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3111.jpg,Granite
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_638.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_750.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_439.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3751.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3405.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_2424.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3656.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3078.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_690.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1944.jpg,Granite
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_37.jpg,Marble
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1751.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1426.jpg,Marble
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3462.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2531.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3267.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2781.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1856.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1496.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3871.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1167.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1493.jpg,Granite
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2799.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3340.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_227.jpg,Basalt
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3439.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3533.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_3770.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_743.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_335.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_1782.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3386.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1581.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_1073.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_3999.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_2867.jpg,Marble
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_475.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2737.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_2949.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_268.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1641.jpg,Basalt
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1826.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1830.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_3402.jpg,Granite
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1393.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_2651.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_3139.jpg,Marble
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_3634.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_372.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_3746.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_472.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_1821.jpg,Marble
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_922.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\5.Granite\5.Granite_1435.jpg,Granite
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1283.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_77.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_2586.jpg,Basalt
data\raw\DCID\DCID-512-7\train\2.Light sandstone\2.Light sandstone_2118.jpg,Light sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2861.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_129.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\7.Marble\7.Marble_371.jpg,Marble
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_3627.jpg,Basalt
data\raw\DCID\DCID-512-7\train\6.Basalt\6.Basalt_1989.jpg,Basalt
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1276.jpg,Gray siltstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_130.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\1.Red sandstone\1.Red sandstone_2870.jpg,Red sandstone
data\raw\DCID\DCID-512-7\train\4.Mudstone\4.Mudstone_1537.jpg,Mudstone
data\raw\DCID\DCID-512-7\train\3.Gray siltstone\3.Gray siltstone_1855.jpg,Gray siltstone
